reviewer name,number of reviews by reviewer,review title,review rating,review
Simon Coultas,2,One Myer One Team,Excellent,Recently my wife and I wanted to buy a dress we had seen in the Myer catalogue. Went to the Launceston store to be told that they dont carry that designer brand. Without asking the shop assistant (Kim)then took it upon herself to check stocks and rang the Chadstone store and had a very helpful assistant (Haroula) confirm goods and size was in stock. This was done whilst I was shopping on other departments. As the store was closing I followed up with Chadstone the following day and the assistant had all my details and I made payment. Shipping was via Australia Post Express (2 - 3 days we were informed). The very next afternoon went to my post box and there was the dress as orderd carefully packed and very rapidly delivered.Full kudos to Myer for initiative and Australia Post for amazing delivery. For bricks and mortar retailing to survive this kind of above and beyond service will go a long way. One happy wife + one happy man :)
Josette Bonello,2,Not enough staff to take my money,Bad,Typical Myer. Waiting to pay but ofcourse theres no one there to take your money. This happens all the time. Fathers Day tomorrow and they have one staff member at the cash register and then she disappears and leaves a long line of customers waiting. I decided to put my purchases down ($200 worth) and buy elsewhere and that's why your sales are down !!!!! A big company like Myer yet they are too stingy to employ more staff. Well Im not shopping there any more
Timir Gyani,2,rude and doubt honesty of customers,Bad,"rude, irresponsible, doubt your honesty if you are after items under sale or discounts.very bad experience at Myer store at Werribee. I think that is the reason they do not show contact details (email or office / person for customer support details) clearly on their website."
Freya Bland,1,Absolutely pathetic,Bad,"Absolutely pathetic. I brought 3 items and paid for them and then received an email two days later notifying me that two of the items had been cancelled due to 'technical difficulties'.  For a company this, it's the worst online shopping experiences I've ever had."
Jatin Hinduja,3,Unreliable,Bad,"Unreliable, fraudulent and worse customer service over the phone.Placed an order online and next day I receive an email saying they have made changes to my order. When opened my email, guess what the whole order consisting of 22 items was cancelled.Why advertise when you don't have the product in stock? I reckon they chase for data (Credit card info) so when you place orders and pay via Credit card they capture the information to use the details in future for fraud purposes."
Sarah Webster,2,Click and collect...don't bother,Bad,"Click and collect at Myer is terrible. They allow you to order items that are not available in the store. So you have to wait from them to transfer it from another store. So far it's been 5 business days and it hasn't made it from Sydney to Canberra. I should have asked for postage much faster. Now I'm not going to have a birthday gift to give tomorrow. They need to take note from david jones and only offer what is available in store, everything else should be posted."
Jeanine,3,15th August 2017,Excellent,15th August 2017Did some research online for deep fryer. Found one online but needed to confirm extra discount via phone call. I rang nearest Myers eastdardens NSW where I spoke with a young lady called Shaima.Lovely manners along with pleasant attitude. Very helpful and accommodating to what I was requesting.Went in the next day to pick up the product and served by Sharima and a Young gentleman called Jesse. Again great manners and attitude towards me as a customer. Don't see this often enough these days.Having said that I try to treat the workers with the manners and respect that I expect from them. Rarely fails me.Thankyou guys will be back to give you my business for sure.Job well done ! Jeanine
Jane Barnard,1,Myer Chadstone,Bad,"Myer Chadstone - had ordered a click and collect - knowing I wouldn't have time to shop and that I needed it for my daughters birthday the next day. Got email to say that it was ready to collect - I raced in to click and collect - rang bell and got a women who smelt of cigarette smoke who came and took the number off me and came back with a small bag.  I asked her where the second part of the parcel was she rechecked the purchase and picked up the phone.  The purchase was a $65 face cream from Clinque which was advertised with a gift with purchase - no gift.  She got off the phone and told me that I had to go Clinque to get the gift.  So the escalators were out and I had to return to the lifts to go upstairs - taking much longer than I planned.  Get to Clinque and retell the story to one person who hands me over to another person and I have to retell her the story - she says ""let me check what you purchase to make sure you qualify"" - how rude made me feel like I had done something wrong!  She then said - lucky last and threw it in my bag - again how rude!  I just turned and walked away - she sarcastically said ""Thank You"" and that was it - I said how dare you - you have no idea what I have just had to do to get me click and collect - she spoke over me and kept saying ""manners go a long way"" so bloody rude - her name was Francis and I have never ever had to deal with anyone like that at Myer! I told her I would never buy another thing from Clinque and it was her fault she told me she didn't care and pushed her name badge in my face.  So disgusting - a customer should never be treated like that she needs to find a job where she can use all that power she so desperately craves!"
Ian,1,Sunday 6th Aug,Bad,"Sunday 6th Aug, 4:00-4:30. Level 4 Menswear.the guy at MYER polo ralph lauren was a joke.three staffs at Ralph Lauren Mens were chatting to each other.As I went went through the racks and got closer, the idiot turns to me, ask in a unfriendly tone, no smile on his face "" can I help you?"" I replied "" it's okay, I'm just ... "" and before I finishing my sentence, the MALE sales turned his back on me and made a look on his face... the girl staff is looking at him with a funny smile on her face....I lost my appetite, it's disgusting behaviour, and I left. I'm sending this to ACCC as well."
Julie,1,Worst customer service ever.,Bad,I was made to feel I was a complete inconvenience for buying goods. Worst customer service skills i have ever experienced.
carl,1,Myer have the worst customer service in …,Bad,"Myer have the worst customer service in the country, the staff are not helpful at all, click and collect online service is a complete waste of time 5 days waiting to collect my order (including the weekend) 3 business days to get an item sent from 1 store to another tomorrow will be 4 days. They enjoy taking the money."
Joan,2,I recently purchased a pair of Guess …,Bad,I recently purchased a pair of Guess shoes at a cost of $140.00 from Myer Carindale.  It is the fourth pair of this style of shoe I have purchased.  Whilst wearing the shoes at work the heel on the right shoe came loose.  Fortunately it did not give way completely or detach which may have caused me an injury such as a rolled ankle.  Last weekend I returned to Myer Carindale to exchange the shoes and was informed that the damage was caused by the way I walk and not any defect in the shoe.  I was surprised by this response given I have owned 2 pair in the past and currently have a pair sitting in my wardrobe and have not experienced this problem.  I am very disappointed with Myer's position with respect to my defective goods and wonder what benefits there are to being a member of the Myerone Loyalty Program?  I won't be purchasing shoes from Myer any time soon and recommend other consumers follow my lead.
Linda,1,Once again Myer has proved to be a time …,Bad,"Once again Myer has proved to be a time waster. Went to my local store to take advantage of the 20% off foundations to find that the Estee Lauder kiosk does not stock their more expensive foundation (at $145) so couldn,t even test a colour. Then thought I would buy it online so rushed home to do this only to ONCE AGAIN have it come up as NO STOCK. The previous week I had also tried to buy something online where I again had the response of NO STOCK on everything I tried to buy. What do they think they are doing? Is this a joke? I cant believe their doors are still open with this sort of service. Was actually told by sales assistant to drive 40mins to another store to buy my foundation by which time the 20% off would no longer have applied as finished at 3PM"
Cat Bauer,1,My mother and I visited the Clinique …,Excellent,"My mother and I visited the Clinique counter at Maroochydore Plaza yesterday and were served by Michelle. My mum has difficulty with speech and it is sometimes hard for her to ask for what she needs. Michelle was very caring and took time to make Mum feel special, doing her makeup and making sure she got what she wanted.She deserves a staff award. Thank you."
Rosemary Ayoub,1,I have been given the run around from …,Bad,"I have been given the run around from Myer for 2 weeks regarding a cosmetic consultation and special event makeup. I was promised call backs and confirmation every day for 2 entire weeks. I even popped in twice and they assured me they would be able to get a consultant to do it.2 days before the event, I was told that they couldn't accommodate me. I made a complaint to Myer customer Service and I got a one line response from their Customer Service specialist saying thanks and she would feed back my issues to the store........Meanwhile, Im left out in the cold with no make up....."
Meg Saunderson,1,Online order waste of time,Bad,"I made an online order with Myer. My order is arriving in dribs and drabs. So far I have had two parts of the order arrive. One item is incorrect - the wrong size, and the other is quite damaged. It actually looks like a used product. So when I rang customer service their solution is to take it into a store, return it and get my money back. If I wanted to go into a store, I wouldn't have ordered online! Shoddy product and incorrect order, so much for their quality control. I won't be shopping here again."
Tammy,1,The best service i have ever had....,Excellent,The best service i have ever had....i shopped in the morley store and was helped by 'GAIL' .....she was so friendly and helpful and very knowledgeable. Gail goes over and above great customer.You walk about with the exact purchase u need but very happy as she is so pleasant.
Katy Willis,1,Worst experience with online shopping …,Bad,"Worst experience with online shopping ever!!! Not only did they leave the security tags on!! Meaning I can't remove the tag so I can't wear the clothing I've purchased!! Absolutely ridiculous. But the delivery always takes longer than they state (2 weeks for delivery to Sydney at least, for a local delivery that is very slack). Their website always stuffs up too, and I've also recieved a jumper with a very noticeable tear on the side (it shouldn't be there) also I've recieved a shirt with very noticeable makeup stains on the collar. Very disappointed. For such a big company you would think they'd show a level of professionalism and provide somewhat quality service (at least match their competitors), not illustrate slack service."
Chrisitina Miros,1,An excellent online shopping experience.,Excellent,An excellent online shopping experience.
Jane Walkden,1,My son gave me  $300 gift voucher for …,Bad,"My son gave me  $300 gift voucher for Myers. I went shopping today without assistance or assistants. Where were they? Where were those people who used to come up and offer assistance etc. I told my husband (who was patiently waiting) we should just walk out with what I had purchased) and maybe something might happen.  Myers should think about getting robots behind the desk where they take your money and give you a piece of paper for all your trouble of finding the items yourself, trying them on and then deciding what you want without any help from anyone. I could be wrong but were they taken over by an American company Correct me if I am wrong?  It was not a good experience. (I stopped gong to David Jones years ago because of their superior attitude). I then went to the Country Road Store. Same experience. Two shop assistants chatting away and asked a young lady could they help her. Ignored me (I am in my 70's) but I could also have been shopping for my four teenage grandchildren (or myself). Nothing bought.  I went to Zara. The only assistants I saw there were moving clothes around on hangers and just left me to my own devices. I realised that I was in the wrong store.  I then went to Uni Qlo. What a change!  As soon as my husband and I walked in we were greeted and asked 'how we were'. I know they must have been told to do all this. But they went and got my husband a chair to sit on and all through my shopping experience I was asked if I needed any help or was I ok. Not too often to be intrusive but I was always conscious that there was help there if I needed it. I felt very comfortable shopping there and judging by all the people that were shopping there they must obviously felt the same. The staff, the prices and the goods they were selling made the whole experience worthwhile. And next time I am in Miranda shopping for clothes the first place I will hit is Uni Qlo. Maybe some of the other stores should send their spies there just to see how it is done."
Monica,1,Worst Online Shopping Experience!,Bad,"OMG! Seriously I can't believe Myer is still trading.  Their online store is horrible, there's always issues with system glitch. I don't even understand why they bother to maintain their online store, should just shut it down completely!"
Amanda,1,I purchased a lovely pair of Basque …,Poor,"I purchased a lovely pair of Basque boots in Geelong Myer I drove home to Werribee and discovered the sales assistant put 2 right size boots in the box. I was shocked because last year I purchased a pair of shoes (Mules) in Werribee Myer I got home and the sales assistant put two left shoes in the box. Its just so uncanny its like a bad shopping nightmare, I got put through to shoes then the girl from shoes left me on hold for 10 min,in fact I hung up and rang the girls in perfume and this girl Amanda helped me alot she went and got someone in shoes for me I was fuming on the phone to the manager in Geelong. She said she will post that boot to Werribee Myer and they will call me she did apologise for the staff members incompetence but the weird thing is I was never going back to Werribee Myer thats why I shopped in Geelong. Now I have to go back to Werribee and get my left boot. Should I laugh or cry? Maybe both."
Alexis Toovey,1,SERVICE ?,Bad,"My husband and I went into MYER TeaTreePlaza yesterday 17/6/17, hoping to pick up a couple of suits in the sale. What we got was nothing including service. 2 sales staff on duty the lady at the counter and the young man looking into thin air, not once were we approached. After an hour of pulling my hair out trying to work out sizing we left with no suits a headache and another bad impression of MYER their service or lack of it and their staff. This isn't the first time this has happened neither, ladies wear 2 weeks before staff all to happy to stand and chat and giggle with one another, others look away as soon as they see you. Wonder why their stores are empty? Also they look like a tip.. management time to get back on to the shop floor and crack the whip, also how about during sales take a look at departments that people need one on one service and bring on extra staff, preferably ones with personality and happy to give service. Well my money still in my pocket and now will go to another shop."
Carolyn,2,Surprisngly Wonderful Experience,Great,"On Sunday 11 June my husband and I  visited your Blacktown store, initially to browse, and perhaps purchase an item or two.  When we were looking around, your team member Peter from Electrical/Kitchenware offered us assistance.  He was very friendly and personable, and his product knowledge on a range of items was excellent.He spent a considerable amount of time with us, guiding us from one product to another; listening to our requests and needs, helping us at another area (Bedding) and going out of his way to locate a trolley as we couldn't carry everything.   Peter is a hard worker and a real asset to your company.  The only reason I cant give you 5 stars, is because I feel if you employed more people at busy times, other team members could also make the customer experience a wonderful one, as Peter did.I would give him 10 stars for his personal rating.    Please pass on our thanks to him."
Chris,1,No service in store,Bad,No service in store. Rude. Lack of staff to actually serve when you want to buy. Menswear. Ladies footwear. Younger part time staff are friendly. Older staff are rude. Myer Chermside.
Lisa Deakin,1,Shopped online,Bad,"Shopped online Spent over $200 dollars , paid an additional $16 to receive it gifted wrapped Received my items but none were gift wrapped Felt disappointed since I completed your survey for your online service and put 5 stars on it"
GSF,2,Myer online is a waste of time,Bad,"When so many businesses are jumping on to online shopping and doing well Myer seem to have forgotten the most important thing... ""The customer"". When you order from Myer online it is 50/50 if you will receive your order and their Ebay store is even worse.Myer likes to sell products that they don't have in stock.When they finally realise that they don't have any of the product (usually a week later) they either refund you without an explanation or make you wait another week to refund your money.This seems to be an ongoing problem for them going by the amount of complaints I have read.You think a company like Myer would be able to track stock levels better and would want to keep customers happy but they don't seem to care.I would only recommend shopping with Myer online if you are desperate and don't mind waiting a couple of weeks for no purchase, if not there are plenty of better sellers online."
Pratesa Joshi,1,Very dissapointed with the products …,Bad,"Very dissapointed with the products myer is selling. I already bought some clothings which had few issues.But this one ,the most embarrassing thing happened to me. I bought this coat $184 full price from myer dangerfield section but on sale and wore for special occasion. Everyone was praising for the look of it and suddenly one of my relatives at party ,point out at the whole at back, i felt so bad .i regret for buying and wearing it. Worst moment of life. I don't have trust on myer.Better go and buy out on different stores."
Rune Walsh,1,Disappointment,Bad,"I too was treated rudely by the lady name Vicky, in Chadston myer.I just purchased a $800 suit and was given a $20 voucher. We decided to use it up on the same day, we went to vue section with the intention of getting something under $20 like cup or a plate.Upon finding a cup for $15 we went to the counter and about use our gift card. This lady gave us this despising look, and whispered to her colleague ""heres another one"". Upon hearing that i just put down the cup and left. If Myer is going to do promotion like this, then train your staff to be courteous. To get this voucher you need to spend at least $100 in one transaction. If your staff is going to be rude to the people that claim thier gift cards and giving people vile looks, you might as well Not have promotions like this. And from the review from Sally he is the team leader (which i didnt know). How can a person with such poor customer service made it to that position."
Sally,1,Yes! I shop with a voucher,Bad,"Yes! I got a voucherMy family recently purchased numerous items from Myer store and due to the current promotion we received many $20 dollar vouchers (spend on Basque, Piper, Blaq and Vue). We used some of $20 gift cards on other purchases on the same day but we didn't have time so I decided to go shopping on another day. I want to treat myself with the remaining $20 vouchers, but my experience was terrible. I was shocked at how I was treated on the day I went back shopping. A lady named Vicki (team leader) working on the 17/5/17 on level one kitchen and dining wear at chadstone store served me.  I was looking at some Vue dining wear and Vicki shouted ""your're right just looking there?"" I said ""yes, thank you"" and continue with my shopping. Minuet later I heard she said to her other colleagues ""It easy to spot out which one want to use up there $20 vouchers!"". I couldn't believed this standard of service exist, especially in a big department store like, Myer.  I ignored her and continue my browsing quietly and than she looked at me with her eye browns up and said ""you want to use up your $20 dollars voucher?"".  I said ""yes"" and continue looking. When pay at the counter she said to me she notice the period of time I spend looking at the brand, Vue section with my pram and she also said to me ""you have no idea how frustrate I was with customer using this voucher the whole weekend"".  When I pay the remaining amount after I used the vouchers she also told me that there are people who spend a lot more than me.  I was being judged, bullied and treated poorly by this lady named Vicki ""team leader"", because I was shopping with a voucher!?  The vouchers earned from monies I spent at the store. I am not there bagging for free items. I am a loyal Myer customer for many years. My whole family shops there. When I say whole family I mean not just my own but also my two sisters with kids, my brothers and mum and dad. We paid thousands of dollars each years at the store. My partner, bothers, brother In Laws, regularly buy their business suit , tech goods and other items. My sisters and myself shop for the kids, for work, causal and formal wear ,toys and mum often gets her beauty products and hand bags there. My experience was terrifying shopping at Myre store I wish for a compensation for the poor customer service, an apology and hope myer review Vicki (team leader at chadstone Myer store at dining kitchen wear). With regards Sally"
Suresh Chapagain,1,Such a terrible customer service...,Bad,Such a terrible customer service being Australia's top shopping store. It doesn't take more than 2 days to deliver any product ordered online via click and collect but it took Myer already more than 7 days and when I enquired them about the product they're like 'your ordered item is out of stock you'll get your money refunded'. I tried calling the head office to issue a complaint as soon as I spoke with the manager he told me your order has already been shipped but his colleague didn't realised and told me it was out of stock through out Australia and my money's gonna get refunded. As soon as I called him he managed to make an inquiry and send me the product just because I was complaining about the service. Such a nice game played Myer WELL DONE! Never gonna shop again.
Kim Roulston,1,Myer Parramatta,Bad,"Myer Parramatta Absolutely filthy store.Staff just standing around chatting to each other. Shoe department the worst. Thick dust everywhere and shoes just scattered everywhere. Changed my mind buying a pair with them and went to Wittner instead. Clean,tidy and great service ."
Julie Andrews,1,Customer Service,Bad,"1800 811 611Was after a Blazer Austin Melton jacket XL I saw in store at Adelaide city store but they only had sizes S M L. Went to order online but showed no stock at all. I called the 1800 811 511 Customer Service Centre to find out if any stores Australia wide had one, to be told they cannot check each store stock. I then said well do I need to call every store and ask if they have stock to be told yes you do. I ended up calling the Adelaide store and spoke to Rebecca who went out of her way to help me and advise me which stores were showing stock. I called Northland Vic who I was told were showing two, has been ordered, processed and is on its way.Thank you Rebecca from Adelaide City StoreCustomer Service Centre you need a lesson on customer service and giving excellent customer experience .Thanks"
Simiao Wang,1,I will never purchase DIOR,Bad,"I always buy other skincare in Myer (city)as well. I went to myer' s DIOR counter to buy a lipstick today. its staffs really disappointed me lot by several ways. When i and my boy friend came to their counter , no one noticed us whether they were not quite busy.  Since this is my first time buy lipstick from Dior, I ask one of the staff whether he could introduce one for me.  He pass me one of them and I ask him if i could try it.  I know there is an other product line (shining one) , so i want to try an other one. He helped me but he was not  able to hide his impatience. Actually, I want to try other colors , but his attitude make me feel bad and i just grab one and left.  The other staff even worse.  I am not pretty sure if he talked to me. He said' Oh, I felt disgusting ' to his colleges loudly as he passed  me. That was too rude . For me, this experience  will bring negative impact on DIOR's brand reputation and MYER' brand image in my mind. Your service quality was disgusting."
Shiv Lahoty,1,Order delayed and then cancelled,Bad,"I place an order and waited for a week to get it processed. Finally, I called up the customer service and this is when they said its out of stock and refunded the amount. Its really annoying to see such bad service where the item is in stock when placing an order and suddenly disappears after the order is placed. I expect a compensation for the same. order number: 1014806082"
Nanette,1,terrible service and complaint resolution process,Bad,"I am posting my letter of complaint to Myer here. 4 days later I received a generic reply at 12.30 am saying that the complaint would be passed on. It is now  total of 7 weeks since I took my handbag back and I still have not heard from themHello,I started off with one complaint now I have 2!This is the firstI received a Joan Weiss handbag for Christmas. Very much needed and liked. After a few weeks the lining started to come away, this continued to worsen until it was not usable so I took it back to Myers Highpoint on 20 th March  with receipt and expected a replacement as it was faulty. The staff were pleasant and said it had to go back for repairs. I was going on holiday two weeks from then and wanted the bag so they marked it as urgent. It is now five weeks later and still no handbag.This I'm sure does not meet the legal guidelines for faulty goods. I am a senior citizen, do not have a variety of handbags to choose from, in fact I had to borrow a handbag. When you pay $150 for a handbag and it is faulty it should be repaired in a timely manner or a replacement given. Even if the bag was ready tomorrow it would not negate this complaint as these circumstances should not happen. The staff I have dealt with have been pleasant but are going by instructions. I request that this process be revised so that others don't suffer as I have.Nanette"
Loliey Lola,1,No explanation of delay.,Bad,My parents brought a phone from Myer on Tuesday 25th of April for my birthday on the Wednesday 10th of May and was told it would come in 3 to 7 days. We waited a week and it still didn't come so we called and were told that they didn't know where it was. Australia post texted and said that it will come on the 9th of may but unfortunately didn't they then said Friday the 12th of may and didn't come. I went to track it on Australia post and they changed the date again without telling me. On Saturday the 14th of may i asked for a refund but was let down and told that they couldn't give me one. I went to track it again on Sunday the 14th of may and they changed the date again without telling me. I am very outraged and would like an explanation from Myer and Australia Post as they keep saying theirs a delay and they don't tell us why. I currently don't have a phone and am in need of one. Me and my family are very upset about the shame Australia Post and Myer have caused and we will not trust them ever again. They would always get my hopes up and I am still waiting!!! I brought it from Myer Blacktown Westpoint.
Julie Avery,1,MYER Melbourne today !,Bad,"MYER Melbourne today Up escalator not working Waited 8 minutes for a lift to be available 3 ""pay here"" desks unattended on Level 3 and no sign saying closed or where else to go to pay 2 fitting rooms closed on Level 2 Really MYER do you want customers or not !!??"
Margaret,1,Thank you Cat Margaret at Robina Myer …,Excellent,"Thank you Cat Margaret at Robina Myer shoe department. From the moment I was wandering around the shoe department you came directly to me  and assisted me with excellent service.  From finding the varied shoes I wanted to try on and then recommending the correct shoes for my style I happily left with an excellent purchase.A very appreciative, Margaret"
Angela brati,1,Was at Myer Doncaster returning a suit …,Bad,Was at Myer Doncaster returning a suit for my husband. Whilst leaving the department alarm went off indicating something amiss. I returned with three young children in tow only to discover the sensor tag was not removed on the jacket. Attempted to leave and again alarms went off. Proceeded back to counter only to be told by some lady she was not from suits but another department I was told to proceed to another area. Children now getting a little difficult to manage. Manager called products checked again and continued to find alarm tag on pants had not been removed.  Finally able to leave without beeping but very frustrated with lack of service at Myer. Myer not my store!
Gabrielle,1,Visited Myer Melbourne ladies shoe dept …,Excellent,Visited Myer Melbourne ladies shoe dept  - I knew what i wanted but due to a high arch & instep it is not always simple . I was served by Antionette who most helpful & most patient. Thanks to her encouragement I left with exactly what I wanted.   Thankyou Antionette
Peggy Teng,1,Never recieve the correct item u ordered and rude staff,Bad,"I ordered three 25cm staub tomato pots online on the 2nd April  , they sent me three 19cm ones on the 10th April .  I called immediately for exchanging and returning the wrong products.  They sent me the wrong stock again on the 19th , customer service representitive told me they made a mistake on system barcode , they do apologize and offer me $20 online voucher. They advised me to call back within two days (Saturday )and they will be able to exchange for me. By the time I called back on Monday 24th , I have to make six phone calls, I have to explain my story again and again . When they asked me to hold they just hang up on me ! Unbelievable they are so rude! The last called was connected by 5:50, they told me they are don't have this 25cm ones , they only have the 19cm, their official website made a mistake. When I check online , this 25cm pot is still available, I told this to the customer service representative and he insist they can't exchange for me , and they had already issued me a $20 voucher , u should be happy and what else do u want ! I told them this is not acceptable !They guarantee will be call me back in the second day unfortunately I haven't hear any feedback from them for 10 days !"
J,1,22/4/17 Never in my life I would ever …,Bad,"22/4/17 Never in my life I would ever speak negative of the staffs at Myer Chadstone I strongly believe they are highly respected people and I have always been satisfied with your services but today is an exception. Heading to level 2 Myers Chadstone we were looking around for school shoes. So we went to the section near the children's clothes hoping to ask a staff walking by for directions. A particular staff member I would say she is quite old with neat short grey hair neck level, she wore glasses, a white blazer with black pants I would say skinny to average figured.i was sure she was a staff member because she was holding an orange key with Myers logo on it. She walks by me so I approached her politely saying excuse me. She shook her head not even any eye contact at me and walks off slowly to the other section where the kitchen appliances were and ""pretended to look busy"" touching and shifting a few things and walks back to another section. I completely understand if she was busy or she wasn't sure of providing the answers to us. She totally ignored, no eye contact just shook her head and walked away lik she owned the place , walking slowly she wasn't even in a hurry.Not even giving me a chance to finish my question. I don't care if she was the Boss of Myers, no one should ever deserve this sort of behaviour /customer service even. I am even happy to come up to Myers Chadstone to even help you identify who this lady is. Total disappointment. This was a big shocker to me . Aggravated myself and my family so much I don't understand how this lady even got hired. I know this is probably not a big deal but it really frustrated me and I hope no other customers would go through what I had today. Rudest person I have ever come across and it's a shame it's at Myer Chadstone!"
Catherine,1,Unethical refund policy,Bad,"It is unacceptable that the refund policy for purchases completed by a Coles Group gift card, would only allow for the refund to be made to a Myers Return Card. How is this considered as a refund? This is what you would call an Exchange or Credit note. Just like how any other purchase is made, the refund should be made to the original source. You are confining me to shop with only Myers when it's supposed to be a refund. This is a consumer rights breach and I will be taking this further to Fair Trading if I don't receive a satisfactional outcome within a reasonable time frame. What's worst is that you won't even allow me to submit a complaint on your site!"
Susie Haywood,1,BAD BAD management,Bad,"BAD BAD management, heavy favouritism, lack of staff. no direction ..MYER IS NOT MY STORE!"
Rahul Nagre,1,Myer: Terrible Customer Service,Bad,"Bought an item today morning as Myer committed to allow me to collect the item today itself. When i visited the Myer Melbourne Store's click and collect kiosk at 6:30 pm, the order was not ready to be collected. Did not expected such a pathetic service from Myer. When enquired to check why it is not ready, the person at the kiosk told that the processing team at the docks left for the day and ask me to check tomorrow. Its frustrating to have such responses. She gave me an option to buy the item from Myer and when the item is ready for collection, cancel the order. When i asked about cancellation today itself, she said system is not allowing the same. Myer should take necessary action on such irresponsible behaviour. This is not acceptable. If you commit something, stick to it without any ""conditions apply"" clause to make it as an excuse. Seriously disappointed."
Kate Hoskins,1,"Great service from friendly, helpful staff",Excellent,"My partner and I drove from Byron Bay to Robina to do some shopping yesterday. Although I had not intended to buy any clothes, I tried on some items and experienced wonderful service from Judy and Sandy in the Womens' Wear department. They were helpful, kind, informative and fun., working well together and individually. As a result I spent over $800 in this department. My partner also made several clothing purchases. As a gay couple we are not always treated with respect, but your staff were genuine, warm and accepting. I would highly commend Sandy and Judy as they exceeded all expectations of great service. Please pass on our thanks.I tried to submit a review yesterday but the page became lost so I'm not certain it was sent successfully. Kind regardsKate Hoskins"
jess,1,disgraceful and rude  service  of perfume sales in werribee,Bad,"If I can give zero star, I would give minus, it is down down store. I was bought perfume in myer werribe, the lid is leak and I went to exchanged  . but a woman sales refused me because the plastic of cover was gone, excuse me, as customers how we know the product has problem till we used it ? Then talked to counter manager a Chinese sales, she also didn't understand the problem just keep refused because packing was open , and suggested me give this perfume to other, it's most ridiculous counter manager I talked to low quality in training to understand customers. That young  woman sales at side yelling she sold another perfume. its disgraceful and such rude service attitude.   It is on 14 March 4pm The anther day I called customers service center, none picked up phone in five minutes.  it's so shameful how this kind of store still run on business and the service is absolutely low. and there is no after service such thing.  If I going to plaza I more like to visit other small store, instead myer it's is just a name nothing worth to any customer to have look . Low stock, out date display and low customers services on sales"
Jules P,1,Well done,Excellent,"Had my makeup done for special occasion yesterday afternoon 18/02/2017 at Benefit Cosmetics within Chadstone Myer. Gorgeous young girl did it even better than I imagined, I was worried as she was young and I wanted a look from the 1970s as the party I was attending was themed.  Just delighted above and beyond with result, the service and with the products she also suggested. Couldn't thank her enough. Well done Myer Chadstone and Benefit Cosmetics for hiring great staff. Would highly recommend."
Mark Hilton,1,Worst staff anywhere,Bad,"Had the misfortune of going into Myer Parramatta Westfields this afternoon. A friend and I were looking at a pair of men's shoes, and intending to buy. The female sales assistant saw us but continued chatting to the young man, while we waited and waited and waited. Twenty minutes later (!), an older woman came along, and the sales assistant served her. We spoke up and were treated quite rudely. Needless to say we walked out."
Andy,2,Worse customer service Dior Myers bondi junction,Bad,Don't even bother to go to myer bondi junction worse customer services in the cosmetics areas!  The staffs there are impolite and doesn't look like wanna work there at all ! my friend n I was looking at the dior cosmetics the staff put her hand on waist the whole time when we are looking at the product? Excuses me ? If you wanna have a happy shopping time please go to Sydney cbd Myers they give u better services there .
Sue Yu,1,Lay-by Administration Fees,Bad,"I went in on Sunday and put some items worth over $300 on lay-by at Myer Liverpool store. On Monday I returned to exchange one of the items with a dearer item, only to be told that, I would have to cancel the lay-by and redo it again and the administration fees would apply again. I enquired what administration fees, and the assistant pointed to an amount of $12 on my docket...$12! I suggested to her that, customers should be made aware of this fee when putting items on lay-by. She said, we usually do but, the person who served you is new and probably forgot to mention it. NOT GOOD ENOUGH! If I knew that the fee was $12 then, I certainly would not have used the service. I have previously paid lay-by fees of $2 elsewhere but, never $12. That's pure highway robbery. Shame on you Myer!"
Maureen,2,CUSTOMER SERVICE????? TRAIN 'EM UP MYER!,Bad,"No Myer in Noosa area so drove to Sunshine Plaza at Maroochydore today to spend 2 x $50 Myer gift cards I received at Christmas. Arrived in-store approx 2:30, Fri, Jan 20. Spent most of my 30 minutes mainly in ladies' wear, shoes & apparel. Either overpriced or poor quality, also too much to choose from, One staff member in shoe dept, SIX young staff members in one area of make-up - the corner right next to clothing as you approach the beauty section from back carpark door. All giggling & chatting to themselves while six customers checked out the selection nearby. I can honestly say that in 30 minutes browsing NOT ONE staff member where I wandered made eye contact with me,  greeted me, nor asked me if I needed assistance. NOT ONE! I took the escalator upstairs & wandered around, yet again, NOT ONE staff member acknowledged me. Myer need to train their staff in customer service, how to smile, greet & acknowledge their customers genuinely. If I didn't have gift vouchers I wouldn't have gone into the store because customer service (or lack of) previously, has put me off. Today at the Plaza I purchased items from Portmans, Kmart, Target & Forever New plus had morning tea, lunch & afternoon tea with husband. I was ready to shop but Myer missed out. I need to return to spend the gift vouchers, but won't be going over the $100 limit."
